CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;coordenadas;Cód. Postal;Provincia;Municipio;Enseñanza (agrupada);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Sexto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;6 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Primero;Hombre;6 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Primero;Hombre;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Primero;Mujer;6 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Segundo;Hombre;7 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Segundo;Mujer;7 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Segundo;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Tercero;Hombre;8 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Tercero;Hombre;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Tercero;Mujer;8 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Tercero;Mujer;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Quinto;Hombre;10 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Quinto;Hombre;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Quinto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Quinto;Mujer;10 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Quinto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Quinto;Mujer;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Sexto;Hombre;11 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Sexto;Hombre;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Sexto;Mujer;11 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Cl. Alfonso I El Batallador, 1;;44300;Teruel;Monreal del Campo;EP;E. Primaria;Total;Sexto;Mujer;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Primero;Hombre;6 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Primero;Mujer;6 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Segundo;Hombre;7 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Segundo;Mujer;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Segundo;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Tercero;Hombre;8 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Tercero;Mujer;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Quinto;Hombre;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Quinto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Quinto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Sexto;Hombre;11 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Sexto;Hombre;12 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;EP;E. Primaria;Total;Sexto;Mujer;11 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;Primero;Hombre;13 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;Primero;Hombre;14 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;Primero;Hombre;15 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;Primero;Mujer;13 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;2º ESO;Hombre;14 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;2º ESO;Hombre;15 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;Total;2º ESO;Mujer;14 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo;Hombre;14 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo;Hombre;15 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Cl. Balmes, 7;;44700;Teruel;Montalbán;ESO;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo;Mujer;14 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Primero;Hombre;6 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Primero;Mujer;6 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Primero;Mujer;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Segundo;Hombre;7 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Segundo;Mujer;7 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Tercero;Hombre;8 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Tercero;Mujer;8 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Quinto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Quinto;Hombre;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Quinto;Mujer;10 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Quinto;Mujer;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Sexto;Hombre;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Avda. Ibáñez Martín, 13;;44400;Teruel;Mora de Rubielos;EP;E. Primaria;Total;Sexto;Mujer;11 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Primero;Hombre;6 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Primero;Mujer;6 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Segundo;Hombre;7 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Segundo;Mujer;7 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Tercero;Hombre;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Tercero;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Cl. Tenor Juan García, 2;;44460;Teruel;Sarrión;EP;E. Primaria;Total;Tercero;Mujer;8 Años;7
