CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;coordenadas;Cód. Postal;Provincia;Municipio;Enseñanza (agrupada);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000799;RICARDO MALLÉN;Avda. De La Constitución, 1;;44200;Teruel;Calamocha;EP;E. Primaria;Total;Sexto;Mujer;12 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;22
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Primero;Hombre;6 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Primero;Mujer;6 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Primero;Mujer;7 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Segundo;Hombre;7 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Segundo;Hombre;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Segundo;Mujer;7 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Segundo;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Tercero;Hombre;8 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Tercero;Hombre;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Tercero;Mujer;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Tercero;Mujer;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Quinto;Hombre;10 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Quinto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Quinto;Mujer;10 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Quinto;Mujer;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Sexto;Hombre;11 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Sexto;Mujer;11 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Avda. De Teruel S/N;;44570;Teruel;Calanda;EP;E. Primaria;Total;Sexto;Mujer;12 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Primero;Hombre;6 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Primero;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Primero;Mujer;6 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Segundo;Hombre;7 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Segundo;Mujer;7 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Segundo;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Tercero;Hombre;8 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Tercero;Hombre;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Tercero;Mujer;8 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Quinto;Hombre;10 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Quinto;Mujer;10 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Sexto;Hombre;11 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Sexto;Hombre;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Sexto;Mujer;11 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Cl. Matadero, S/N;;44370;Teruel;Cella;EP;E. Primaria;Total;Sexto;Mujer;12 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Primero;Hombre;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Primero;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Primero;Mujer;6 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Segundo;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Segundo;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Segundo;Mujer;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Tercero;Hombre;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Tercero;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Tercero;Mujer;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Quinto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Quinto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Sexto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Sexto;Hombre;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Avda. De La Constitución, 3;;44770;Teruel;Escucha;EP;E. Primaria;Total;Sexto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Primero;Hombre;6 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Primero;Mujer;6 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Segundo;Hombre;7 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Segundo;Mujer;7 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Segundo;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Tercero;Hombre;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Tercero;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Tercero;Mujer;8 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Tercero;Mujer;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Quinto;Hombre;10 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Quinto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Quinto;Mujer;10 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Quinto;Mujer;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Quinto;Mujer;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Sexto;Hombre;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Sexto;Mujer;11 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Cl. Extramuros, S/N;;44530;Teruel;Híjar;EP;E. Primaria;Total;Sexto;Mujer;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Primero;Hombre;6 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Primero;Mujer;6 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Segundo;Hombre;7 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Segundo;Mujer;7 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Tercero;Hombre;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Tercero;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Tercero;Mujer;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Quinto;Hombre;10 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Quinto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Quinto;Mujer;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Cl. Escuelas, 9;;44564;Teruel;Mas de las Matas;EP;E. Primaria;Total;Sexto;Hombre;11 Años;5
