CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Cód. RCD Centro;Domicilio;Provincia;Municipio;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Primero;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;50002512;Pza. De España, 1;Zaragoza;Joyosa (La);EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;50002810;CL. ZARAGOZA, 38;Zaragoza;Maella;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50002937;MANLIA;50002937;Cl. Miraflores, S/N;Zaragoza;Mallén;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;50003048;CTRA. DE FRAGA, S/N;Zaragoza;Mequinenza;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;4
