CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Cód. RCD Centro;Domicilio;Provincia;Municipio;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;44600080;C/ VALLADO, 17;Teruel;Mora de Rubielos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;44600080;C/ VALLADO, 17;Teruel;Mora de Rubielos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;2
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;44600080;C/ VALLADO, 17;Teruel;Mora de Rubielos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;2
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;44600080;C/ VALLADO, 17;Teruel;Mora de Rubielos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;44600080;C/ VALLADO, 17;Teruel;Mora de Rubielos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;44600080;C/ VALLADO, 17;Teruel;Mora de Rubielos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;22010955;C/ SAMPER, 1-3;Huesca;Boltaña;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;22010955;C/ SAMPER, 1-3;Huesca;Boltaña;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;4
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;22010955;C/ SAMPER, 1-3;Huesca;Boltaña;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;4
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;22010955;C/ SAMPER, 1-3;Huesca;Boltaña;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;22010955;C/ SAMPER, 1-3;Huesca;Boltaña;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;2
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;50019664;CAMINO DE LA ESTACIÓN, S/N;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;6
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;50019664;CAMINO DE LA ESTACIÓN, S/N;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;50019664;CAMINO DE LA ESTACIÓN, S/N;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;22010013;"Paseo ""Gigante Aragonés"", 34 bis";Huesca;Sallent de Gállego;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;22010013;"Paseo ""Gigante Aragonés"", 34 bis";Huesca;Sallent de Gállego;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;22010013;"Paseo ""Gigante Aragonés"", 34 bis";Huesca;Sallent de Gállego;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;22010013;"Paseo ""Gigante Aragonés"", 34 bis";Huesca;Sallent de Gállego;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;22010062;Cl. Lorenzo Barea, 4;Huesca;Albelda;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;22010062;Cl. Lorenzo Barea, 4;Huesca;Albelda;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;22010062;Cl. Lorenzo Barea, 4;Huesca;Albelda;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;22010062;Cl. Lorenzo Barea, 4;Huesca;Albelda;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;22010062;Cl. Lorenzo Barea, 4;Huesca;Albelda;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010104;LA COMETA;22010104;Pza. Escuelas, 9;Huesca;Esplús;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010104;LA COMETA;22010104;Pza. Escuelas, 9;Huesca;Esplús;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;22010116;CL. MIGUEL FLETA, 3;Huesca;Altorricón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;22010116;CL. MIGUEL FLETA, 3;Huesca;Altorricón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;22010116;CL. MIGUEL FLETA, 3;Huesca;Altorricón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;22010116;CL. MIGUEL FLETA, 3;Huesca;Altorricón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;22010116;CL. MIGUEL FLETA, 3;Huesca;Altorricón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;22010128;Cl. Panticosa, 26;Huesca;Sabiñánigo;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;22010128;Cl. Panticosa, 26;Huesca;Sabiñánigo;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;20
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;22010128;Cl. Panticosa, 26;Huesca;Sabiñánigo;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;31
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;22010128;Cl. Panticosa, 26;Huesca;Sabiñánigo;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;22010128;Cl. Panticosa, 26;Huesca;Sabiñánigo;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;15
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;22010128;Cl. Panticosa, 26;Huesca;Sabiñánigo;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;23
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;22010177;CL. Constitución, 2;Huesca;Castejón de Sos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;22010177;CL. Constitución, 2;Huesca;Castejón de Sos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;22010177;CL. Constitución, 2;Huesca;Castejón de Sos;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;22010190;CL. SAN MIGUEL, 11;Huesca;Tamarite de Litera;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;22010190;CL. SAN MIGUEL, 11;Huesca;Tamarite de Litera;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;22010190;CL. SAN MIGUEL, 11;Huesca;Tamarite de Litera;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;12
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;22010190;CL. SAN MIGUEL, 11;Huesca;Tamarite de Litera;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;22010190;CL. SAN MIGUEL, 11;Huesca;Tamarite de Litera;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;22010190;CL. SAN MIGUEL, 11;Huesca;Tamarite de Litera;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;22010207;CL. BORNAO, S/N;Huesca;Jaca;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;13
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;22010207;CL. BORNAO, S/N;Huesca;Jaca;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;21
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;22010207;CL. BORNAO, S/N;Huesca;Jaca;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;24
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;22010207;CL. BORNAO, S/N;Huesca;Jaca;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;22010207;CL. BORNAO, S/N;Huesca;Jaca;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;16
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;22010207;CL. BORNAO, S/N;Huesca;Jaca;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;22
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;22010232;CL. MADRID, 7;Huesca;Binéfar;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;22010232;CL. MADRID, 7;Huesca;Binéfar;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;18
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;22010232;CL. MADRID, 7;Huesca;Binéfar;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;35
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;22010232;CL. MADRID, 7;Huesca;Binéfar;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;22010232;CL. MADRID, 7;Huesca;Binéfar;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;21
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;22010232;CL. MADRID, 7;Huesca;Binéfar;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;23
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;22010244;CL. LA ALEGRÍA, 6;Huesca;Tierz;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;22010244;CL. LA ALEGRÍA, 6;Huesca;Tierz;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;22010244;CL. LA ALEGRÍA, 6;Huesca;Tierz;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;22010244;CL. LA ALEGRÍA, 6;Huesca;Tierz;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;22010244;CL. LA ALEGRÍA, 6;Huesca;Tierz;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;22010244;CL. LA ALEGRÍA, 6;Huesca;Tierz;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;22010268;AVDA. ZARAGOZA. 21;Huesca;Biescas;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;22010268;AVDA. ZARAGOZA. 21;Huesca;Biescas;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;22010268;AVDA. ZARAGOZA. 21;Huesca;Biescas;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;22010268;AVDA. ZARAGOZA. 21;Huesca;Biescas;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;22010268;AVDA. ZARAGOZA. 21;Huesca;Biescas;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010271;LUPITA;22010271;CL. Mediodia s/n;Huesca;Vencillón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010271;LUPITA;22010271;CL. Mediodia s/n;Huesca;Vencillón;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;22010281;CL. GAITEROS DE CASERRAS, 2;Huesca;Graus;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;22010281;CL. GAITEROS DE CASERRAS, 2;Huesca;Graus;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;12
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;22010281;CL. GAITEROS DE CASERRAS, 2;Huesca;Graus;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;17
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;22010281;CL. GAITEROS DE CASERRAS, 2;Huesca;Graus;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;22010281;CL. GAITEROS DE CASERRAS, 2;Huesca;Graus;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;14
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;22010281;CL. GAITEROS DE CASERRAS, 2;Huesca;Graus;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;17
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;22010293;CL. PROGRESO, 4;Huesca;Ayerbe;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;22010293;CL. PROGRESO, 4;Huesca;Ayerbe;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;22010293;CL. PROGRESO, 4;Huesca;Ayerbe;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;22010293;CL. PROGRESO, 4;Huesca;Ayerbe;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;22010301;CL. ALBALATE, 2;Huesca;Binaced;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;22010301;CL. ALBALATE, 2;Huesca;Binaced;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;22010301;CL. ALBALATE, 2;Huesca;Binaced;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;22010301;CL. ALBALATE, 2;Huesca;Binaced;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;22010301;CL. ALBALATE, 2;Huesca;Binaced;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;22010301;CL. ALBALATE, 2;Huesca;Binaced;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;22010311;AVDA. LUCHÓN, S/N;Huesca;Benasque;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;22010311;AVDA. LUCHÓN, S/N;Huesca;Benasque;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;22010311;AVDA. LUCHÓN, S/N;Huesca;Benasque;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;10
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;22010311;AVDA. LUCHÓN, S/N;Huesca;Benasque;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;22010311;AVDA. LUCHÓN, S/N;Huesca;Benasque;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;22010311;AVDA. LUCHÓN, S/N;Huesca;Benasque;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;9
