ensenanza;curso;codmodalidad;modalidad;turno;dencentro;codcentro;nombrecentro;provincia;localidad;ngrupos;nmatriculado
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22000056;VERO-ALCANADRE;Huesca;Adahuesca;0;15
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22001243;ALTO ARA;Huesca;Broto;0;23
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22002843;MONEGROS NORTE;Huesca;Lanaja;0;11
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22003586;CINCA-CINQUETA;Huesca;Plan;0;12
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005674;LA LLITERA;Huesca;Albelda;0;8
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005686;MONTESNEGROS;Huesca;Peñalba;0;7
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005698;A REDOLADA;Huesca;Peralta de Alcofea;0;5
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005704;BAJA RIBAGORZA;Huesca;Capella;0;3
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005716;ESTADILLA-FONZ;Huesca;Fonz;0;15
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005728;MONTEARAGÓN;Huesca;Chimillas;0;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005731;ALTO GÁLLEGO;Huesca;Biescas;0;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005741;EL TRÉBOL;Huesca;Binaced;0;19
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005789;RÍO ARAGÓN;Huesca;Santa Cilia;0;11
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005807;RIBERA DEL CINCA;Huesca;Torrente de Cinca;0;9
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005819;DE ALTORRICÓN;Huesca;Altorricón;0;23
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005820;ARCO IRIS;Huesca;Conchel;0;18
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005832;ALBEOS;Huesca;Belver de Cinca;0;30
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005844;VIOLADA MONEGROS;Huesca;Tardienta;0;25
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005856;LA SABINA;Huesca;Robres;0;7
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005868;MONEGROS-HOYA;Huesca;Lalueza;0;7
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;22005881;ALTA RIBAGORZA;Huesca;Benasque;0;32
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44002541;TERUEL UNO;Teruel;Perales del Alfambra;1;6
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004471;REGALLO;Teruel;Puigmoreno;0;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004483;JAVALAMBRE;Teruel;Manzanera;0;13
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004495;SIERRA DE ALBARRACÍN;Teruel;Tramacastilla;0;7
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004616;MAESTRAZGO GÚDAR;Teruel;Mosqueruela;0;10
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004628;TURIA;Teruel;San Blas;1;14
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004677;PABLO ANTONIO CRESPO;Teruel;Aliaga;0;9
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004689;GOYA;Teruel;Caminreal;1;15
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004690;ALTO MAESTRAZGO;Teruel;Cantavieja;1;20
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004707;SOMONTANO-BAJO ARAGÓN;Teruel;Mata de los Olmos (La);0;10
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004719;PALMIRA PLÁ;Teruel;Cedrillas;1;12
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004720;ARIÑO-ALLOZA;Teruel;Ariño;1;12
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004732;OLEA;Teruel;Castellote;0;6
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004744;ALIFARA;Teruel;Fresneda (La);1;10
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004756;TASTAVÍNS;Teruel;Peñarroya de Tastavins;1;8
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004768;DE MARTÍN DEL RÍO;Teruel;Martín del Río;0;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004771;DE MUNIESA;Teruel;Muniesa;1;3
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004781;PÓRTICO DE ARAGÓN;Teruel;Rubielos de Mora;1;15
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004793;DE ALBARRACÍN;Teruel;Albarracín;1;19
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004801;BAJO MARTÍN;Teruel;Puebla de Híjar (La);1;11
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44004811;DEL MEZQUÍN;Teruel;Castelserás;1;17
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44005062;MATARRANYA;Teruel;Calaceite;0;8
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44005074;CUNA DEL JILOCA;Teruel;Santa Eulalia;0;12
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44005131;ALGARS;Teruel;Cretas;1;16
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44005153;CAMPO BELLO;Teruel;Bello;0;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44005165;ERAS DEL JILOCA;Teruel;Poyo del Cid (El);1;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;44010719;BRONCHALES-ORIHUELA;Teruel;Orihuela del Tremedal;0;4
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011124;CUEVAS DEL JALÓN;Zaragoza;Lumpiaque;0;22
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011136;EL ENEBRO;Zaragoza;Sabiñán;0;4
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011148;ARANDA-ISUELA;Zaragoza;Gotor;0;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011151;TRES RIBERAS;Zaragoza;Maluenda;0;11
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011161;RÍO RIBOTA;Zaragoza;Aniñón;0;3
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011173;EL MIRADOR;Zaragoza;Villalengua;0;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011185;MESA-PIEDRA-ALTO CAMPILLO;Zaragoza;Ibdes;0;15
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011197;CERRO DE SANTA CRUZ;Zaragoza;Used;0;2
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011203;L' ALBARDÍN;Zaragoza;Azuara;0;6
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011215;MONLORA;Zaragoza;Erla;0;5
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011227;BÉCQUER;Zaragoza;Novallas;0;11
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011239;ÍNSULA BARATARIA;Zaragoza;Luceni;0;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011240;LUIS BUÑUEL;Zaragoza;Pinsoro;0;21
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011291;LAS VIÑAS;Zaragoza;Fuendejalón;0;10
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011318;PUERTA DE ARAGÓN;Zaragoza;Ariza;0;20
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011321;L' ALBADA;Zaragoza;Bujaraloz;0;9
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011331;MARÍA MOLINER;Zaragoza;Burgo de Ebro (El);0;26
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011343;FABARA-NONASPE DOS AGUAS;Zaragoza;Fábara;0;21
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011355;DEL EBRO;Zaragoza;Gelsa;0;10
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011367;VICORT-ISUELA;Zaragoza;Frasno (El);0;7
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011379;LA HUECHA;Zaragoza;Magallón;0;18
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011380;ORBA;Zaragoza;Muel;0;16
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011392;LA CEPA;Zaragoza;Paniza;0;8
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011409;LA SABINA;Zaragoza;Villafranca de Ebro;0;16
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011410;LOS BAÑALES;Zaragoza;Sádaba;0;27
Educación Primaria;4;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011422;BAJO GÁLLEGO;Zaragoza;Leciñena;0;20
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000071;ASUNCIÓN PAÑART MONTANER;Huesca;Aínsa;2;28
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000251;JOSÉ MANUEL BLECUA;Huesca;Alcolea de Cinca;0;11
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000299;SANTOS SAMPER SARASA;Huesca;Almudévar;1;23
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000706;FRANCISCO GALIAY SARAÑANA;Huesca;Ballobar;0;6
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000721;ALTO ARAGÓN;Huesca;Barbastro;2;48
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000731;LA MERCED;Huesca;Barbastro;2;36
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001073;VÍCTOR MENDOZA MENDOZA;Huesca;Binéfar;3;72
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001191;VIRGEN DE LA SOLEDAD;Huesca;Bolea;0;2
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001358;CERBÍN;Huesca;Campo;0;4
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001437;LOS ARAÑONES;Huesca;Canfranc-Estación;0;2
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001656;RAMÓN J. SENDER;Huesca;Chalamera;0;3
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001875;MIGUEL SERVET;Huesca;Fraga;2;46
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001887;SAN JOSÉ DE CALASANZ;Huesca;Fraga;2;51
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002016;LA FUEVA;Huesca;Tierrantona;0;7
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002119;SANTIAGO APÓSTOL;Huesca;Grañén;1;17
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;Huesca;Graus;2;36
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;Huesca;Huesca;3;75
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;Huesca;Huesca;2;25
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;Huesca;Huesca;2;50
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002351;SAN VICENTE;Huesca;Huesca;2;49
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002569;ALCORAZ;Huesca;Huesca;2;52
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002673;SAN JUAN DE LA PEÑA;Huesca;Jaca;3;78
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003100;SAN GINÉS;Huesca;Lupiñén;0;3
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003215;JOAQUÍN COSTA;Huesca;Monzón;2;51
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003835;MONTECORONA;Huesca;Sabiñánigo;2;36
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003847;PUENTE SARDAS;Huesca;Sabiñánigo;2;29
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003926;MIGUEL SERVET;Huesca;Senegüé;0;2
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004104;LA LAGUNA;Huesca;Sariñena;2;46
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004189;ALBERTO GALINDO;Huesca;Sena;0;4
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004271;SAN MIGUEL;Huesca;Tamarite de Litera;2;29
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004566;COLLARADA;Huesca;Villanúa;0;7
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004578;MIGUEL SERVET;Huesca;Villanueva de Sigena;0;1
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004608;SAN JUAN BAUTISTA;Huesca;Zaidín;1;17
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004633;EL PARQUE;Huesca;Huesca;2;41
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004839;MONTE OROEL;Huesca;Jaca;2;30
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004840;ARAGÓN;Huesca;Monzón;2;53
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004906;PEDRO I;Huesca;Barbastro;3;68
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005054;VIRGEN DE LOS RÍOS;Huesca;Caldearenas;0;4
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005200;PEDRO J. RUBIO;Huesca;Huesca;3;77
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005340;VALLE DEL GUARGA;Huesca;Aineto;0;1
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005431;DE PAÚLES DE SARSA;Huesca;Paúles de Sarsa;0;3
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010323;PIRINEOS-PYRÉNÉES;Huesca;Huesca;3;74
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010839;MONZÓN III;Huesca;Monzón;1;26
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010876;MARÍA MOLINER;Huesca;Fraga;1;26
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22011005;MONTANUY;Huesca;Montanuy;;3
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000121;ROMÁN GARCÍA;Teruel;Albalate del Arzobispo;1;19
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000246;EMILIO DÍAZ;Teruel;Alcañiz;3;69
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000325;EL JUSTICIA DE ARAGÓN;Teruel;Alcorisa;2;42
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000465;JUAN RAMÓN ALEGRE;Teruel;Andorra;2;51
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000799;RICARDO MALLÉN;Teruel;Calamocha;3;63
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Teruel;Calanda;2;31
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Teruel;Cella;1;19
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Teruel;Escucha;1;5
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Teruel;Híjar;1;21
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Teruel;Mas de las Matas;1;12
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Teruel;Monreal del Campo;2;34
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Teruel;Montalbán;1;9
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Teruel;Mora de Rubielos;1;18
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Teruel;Sarrión;1;18
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003090;PIERRES VEDEL;Teruel;Teruel;1;11
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003107;MIGUEL VALLÉS;Teruel;Teruel;1;25
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003120;LAS ANEJAS;Teruel;Teruel;3;75
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003272;ENSANCHE;Teruel;Teruel;3;66
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003636;VILLA DE UTRILLAS;Teruel;Utrillas;2;37
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003715;VICENTE FERRER RAMOS;Teruel;Valderrobres;1;28
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44004306;LA FUENFRESCA;Teruel;Teruel;3;68
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44004562;MANUEL FRANCO ROYO;Teruel;Andorra;1;24
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44010100;JUAN SOBRARIAS;Teruel;Alcañiz;2;48
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44010203;JUAN LORENZO PALMIRENO;Teruel;Alcañiz;1;21
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000126;ARAGÓN;Zaragoza;Alagón;3;56
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000291;BRIANDA DE LUNA;Zaragoza;Alfajarín;2;28
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000369;ARZOBISPO DOMÉNECH;Zaragoza;Almonacid de la Sierra;0;12
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000370;NERTÓBRIGA;Zaragoza;Almunia de Doña Godina (La);2;50
Educación Primaria;5;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000436;RAMÓN Y CAJAL;Zaragoza;Alpartir;0;7
