ensenanza;curso;codmodalidad;modalidad;turno;dencentro;codcentro;nombrecentro;provincia;localidad;ngrupos;nmatriculado
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Zaragoza;Zaragoza;2;47
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005951;DOMINGO MIRAL;Zaragoza;Zaragoza;2;30
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005963;FERNANDO EL CATÓLICO;Zaragoza;Zaragoza;1;17
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005975;GASCÓN Y MARÍN;Zaragoza;Zaragoza;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005999;JERÓNIMO BLANCAS Y TOMÁS;Zaragoza;Zaragoza;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006001;JERÓNIMO ZURITA Y CASTRO;Zaragoza;Zaragoza;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006013;JOAQUÍN COSTA;Zaragoza;Zaragoza;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006025;JOSÉ MARÍA MIR;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006049;JULIÁN SANZ IBÁÑEZ;Zaragoza;Zaragoza;1;22
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006050;LUIS VIVES;Zaragoza;Zaragoza;1;20
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006074;MARCOS FRECHÍN;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006128;SAN BRAULIO;Zaragoza;Zaragoza;2;31
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006141;SANTO DOMINGO;Zaragoza;Zaragoza;1;21
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006153;SAN JOSÉ DE CALASANZ;Zaragoza;Zaragoza;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006165;TÍO JORGE;Zaragoza;Zaragoza;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006207;CALIXTO ARIÑO-HILARIO VAL;Zaragoza;Zaragoza;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006219;EMILIO MORENO CALVETE;Zaragoza;Zaragoza;1;26
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006220;HILARIÓN GIMENO;Zaragoza;Zaragoza;3;73
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006232;JUAN XXIII;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006281;TOMÁS ALVIRA;Zaragoza;Zaragoza;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006311;BASILIO PARAÍSO;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50006438;LA ALMOZARA;Zaragoza;Zaragoza;2;44
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008149;EUGENIO LÓPEZ Y LÓPEZ;Zaragoza;Zaragoza;2;49
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008356;CESÁREO ALIERTA;Zaragoza;Zaragoza;3;72
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008368;DOCTOR AZÚA;Zaragoza;Zaragoza;3;73
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008371;CÉSAR AUGUSTO;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008381;MARGARITA SALAS;Zaragoza;Zaragoza;2;49
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008587;ODÓN DE BUEN;Zaragoza;Zuera;2;40
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008666;AUGUSTA BÍLBILIS;Zaragoza;Calatayud;3;66
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008678;RECTOR MAMÉS ESPERABÉ;Zaragoza;Ejea de los Caballeros;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008691;RAMIRO SOLÁNS;Zaragoza;Zaragoza;2;30
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008782;SANTA ENGRACIA;Zaragoza;Santa Engracia;0;6
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50008952;RAMÓN Y CAJAL;Zaragoza;Cuarte de Huerva;2;49
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009208;TORRE RAMONA;Zaragoza;Zaragoza;2;45
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009373;JOSÉ CAMÓN AZNAR;Zaragoza;Zaragoza;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009385;ZALFONADA;Zaragoza;Zaragoza;3;63
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009397;TENERÍAS;Zaragoza;Zaragoza;2;44
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009403;LAS FUENTES;Zaragoza;Zaragoza;3;67
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009415;GLORIA ARENILLAS;Zaragoza;Zaragoza;1;12
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009452;MARÍA MOLINER;Zaragoza;Zaragoza;2;45
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009531;RAMÓN SÁINZ DE VARANDA;Zaragoza;Zaragoza;3;63
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009580;MIRAFLORES;Zaragoza;Zaragoza;3;76
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009749;LA ESTRELLA;Zaragoza;Zaragoza;3;64
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009786;ANTONIO MARTÍNEZ GARAY;Zaragoza;Casetas;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50009944;MONSALUD;Zaragoza;Zaragoza;4;90
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010171;HERMANOS MARX;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010181;HISPANIDAD;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010193;PUERTA DE SANCHO;Zaragoza;Zaragoza;3;68
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010247;SANTA ANA;Zaragoza;Mainar;0;1
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010296;INFANTA ELENA;Zaragoza;Utebo;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010399;RÍO EBRO;Zaragoza;Zaragoza;3;63
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010478;CIUDAD DE ZARAGOZA;Zaragoza;Zaragoza;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010481;CORTES DE ARAGÓN;Zaragoza;Zaragoza;3;63
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50010764;ALEJO LORÉN ALBAREDA;Zaragoza;Caspe;3;61
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50011306;MATEO VALERO;Zaragoza;Alfamén;1;20
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50011562;ANTONIO BELTRÁN MARTÍNEZ;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50011801;JOSÉ ANTONIO LABORDETA SUBÍAS;Zaragoza;Zaragoza;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50011847;JOSEFA AMAR Y BORBÓN;Zaragoza;Zaragoza;3;66
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017448;GIL TARÍN;Zaragoza;Muela (La);4;102
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017451;PARQUE EUROPA;Zaragoza;Utebo;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017655;EL POMILLO;Zaragoza;Ainzón;0;5
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017667;DIEGO ESCOLANO;Zaragoza;Longares;1;5
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017679;PABLO LUNA;Zaragoza;Alhama de Aragón;0;14
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017680;RAMÓN Y CAJAL;Zaragoza;Pina de Ebro;1;15
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017710;MONTECANAL;Zaragoza;Zaragoza;3;76
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017862;AGUSTINA DE ARAGÓN;Zaragoza;Zaragoza;3;70
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017898;REINO DE ARAGÓN;Zaragoza;Puebla de Alfindén (La);3;58
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50017916;SAN ROQUE;Zaragoza;María de Huerva;2;36
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018121;OCTAVUS;Zaragoza;Utebo;3;76
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018143;LUCIEN BRIET;Zaragoza;Zaragoza;3;68
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018246;VALDESPARTERA;Zaragoza;Zaragoza;4;90
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018258;MARIE CURIE;Zaragoza;Zaragoza;3;72
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018283;FORO ROMANO;Zaragoza;Cuarte de Huerva;5;112
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018817;CATALINA DE ARAGÓN;Zaragoza;Zaragoza;4;95
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50018830;VADORREY-LES ALLÉES;Zaragoza;Zaragoza;2;44
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50019299;PILAR BAYONA;Zaragoza;Cuarte de Huerva;1;27
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50019317;FLORIÁN REY;Zaragoza;Almunia de Doña Godina (La);2;43
Educación Primaria;4;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50019731;FIGUERUELAS;Zaragoza;Figueruelas;0;12
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;22003252;SANTA ANA;Huesca;Monzón;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;22003276;MINTE;Huesca;Monzón;1;26
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;22003860;SANTA ANA;Huesca;Sabiñánigo;1;18
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;50005483;VIRGEN DE GUADALUPE;Zaragoza;Zaragoza;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;50005562;SAN MIGUEL;Zaragoza;Casetas;1;18
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;50006815;LA SALLE FRANCISCANAS;Zaragoza;Zaragoza;3;74
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil y Primaria;50008605;NTRA. SRA. DEL PILAR;Zaragoza;Zuera;1;17
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22000767;SAN VICENTE DE PAÚL;Huesca;Barbastro;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22000779;SAN JOSÉ DE CALASANZ;Huesca;Barbastro;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22001085;VIRGEN DEL ROMERAL;Huesca;Binéfar;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22001899;SANTA ANA;Huesca;Fraga;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002417;SANTA ANA;Huesca;Huesca;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002430;SAN BERNARDO;Huesca;Huesca;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002466;SANTA ROSA - ALTOARAGÓN;Huesca;Huesca;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002478;SAN VIATOR;Huesca;Huesca;2;49
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002703;ESCUELAS PÍAS;Huesca;Jaca;3;53
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44000261;SAN VALERO;Teruel;Alcañiz;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44000271;LA INMACULADA;Teruel;Alcañiz;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003041;LA SALLE-SAN JOSÉ;Teruel;Teruel;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003077;LAS VIÑAS;Teruel;Teruel;2;44
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003156;VICTORIA DÍEZ;Teruel;Teruel;1;22
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003171;LA PURÍSIMA Y SANTOS MÁRTIRES;Teruel;Teruel;1;16
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50000151;NTRA. SRA DEL CASTILLO;Zaragoza;Alagón;1;27
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50000862;SANTA ANA;Zaragoza;Borja;1;19
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50001121;SANTA ANA;Zaragoza;Calatayud;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50001362;SANTA ANA;Zaragoza;Caspe;1;21
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50001799;NTRA. SRA. DE LAS MERCEDES;Zaragoza;Ejea de los Caballeros;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50003838;SANTA MARÍA DE LA ESPERANZA;Zaragoza;Pina de Ebro;1;4
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50004570;SAGRADA FAMILIA;Zaragoza;Tarazona;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50004594;NTRA. SRA. DEL PILAR;Zaragoza;Tarazona;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005513;SAGRADA FAMILIA;Zaragoza;Zaragoza;2;49
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005537;MADRE MARÍA ROSA MOLAS;Zaragoza;Zaragoza;3;71
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005781;LA CONCEPCIÓN;Zaragoza;Zaragoza;1;26
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005823;CONDES DE ARAGÓN;Zaragoza;Venta del Olivar;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006463;LA ANUNCIATA;Zaragoza;Zaragoza;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006529;EL BUEN PASTOR;Zaragoza;Zaragoza;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006542;CALASANCIO;Zaragoza;Zaragoza;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006554;CALASANZ;Zaragoza;Zaragoza;2;55
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006566;CARDENAL XAVIERRE;Zaragoza;Zaragoza;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006578;CANTÍN Y GAMBOA;Zaragoza;Zaragoza;1;26
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;2;51
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006633;COMPAÑÍA DE MARÍA;Zaragoza;Zaragoza;3;74
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006669;CRISTO REY;Zaragoza;Zaragoza;4;99
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006700;DON BOSCO;Zaragoza;Zaragoza;1;17
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006751;ESCUELAS PÍAS;Zaragoza;Zaragoza;3;70
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006761;ESCOLAPIAS SANTA ENGRACIA;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006797;PADRE ENRIQUE DE OSSÓ;Zaragoza;Zaragoza;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006803;MARÍA INMACULADA;Zaragoza;Zaragoza;2;51
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006840;HIJAS DE SAN JOSÉ;Zaragoza;Zaragoza;3;72
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006888;INMACULADA CONCEPCIÓN;Zaragoza;Zaragoza;1;26
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007017;MARÍA AUXILIADORA;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007042;LA MILAGROSA;Zaragoza;Zaragoza;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007078;AGUSTÍN GERICÓ;Zaragoza;Zaragoza;2;47
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007133;NTRA. SRA. DEL CARMEN;Zaragoza;Zaragoza;3;75
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007194;NTRA. SRA. DE LA MERCED;Zaragoza;Zaragoza;1;26
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;2;52
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007248;TERESIANO DEL PILAR;Zaragoza;Zaragoza;3;74
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007327;EL PILAR-MARISTAS;Zaragoza;Zaragoza;3;74
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007352;POMPILIANO;Zaragoza;Zaragoza;2;49
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007388;LA PURÍSIMA Y SAN ANTONIO;Zaragoza;Zaragoza;1;23
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007421;SAGRADO CORAZÓN;Zaragoza;Zaragoza;3;74
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007431;SAGRADO CORAZÓN DE JESÚS;Zaragoza;Zaragoza;4;99
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007479;LA SALLE MONTEMOLÍN;Zaragoza;Zaragoza;3;76
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007509;SAN AGUSTÍN;Zaragoza;Zaragoza;3;75
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007534;SAN ANTONIO DE PADUA;Zaragoza;Zaragoza;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007728;SAN VICENTE DE PAÚL;Zaragoza;Zaragoza;2;46
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007731;SANTA ANA;Zaragoza;Zaragoza;3;72
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007777;SANTA MAGDALENA SOFÍA;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007789;SANTA MARÍA DEL PILAR;Zaragoza;Zaragoza;4;105
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007790;SANTA MARÍA REINA;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007807;SANTA ROSA;Zaragoza;Zaragoza;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zaragoza;Zaragoza;5;124
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007996;VILLA CRUZ;Zaragoza;Zaragoza;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50008034;BAJO ARAGÓN;Zaragoza;Zaragoza;2;48
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50008332;ROMAREDA;Zaragoza;Zaragoza;3;79
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50008617;SAN GABRIEL;Zaragoza;Zuera;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50008976;ANTONIO MACHADO;Zaragoza;Venta del Olivar;1;24
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50010272;EL SALVADOR;Zaragoza;Zaragoza;5;123
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50011100;SAGRADO CORAZÓN-MONCAYO;Zaragoza;Zaragoza;3;76
Educación Primaria;4;;Educación Primaria;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50019378;INTERNACIONAL ÁNFORA;Zaragoza;Cuarte de Huerva;1;25
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;22000585;RAMÓN Y CAJAL;Huesca;Ayerbe;1;21
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;22010980;BENABARRE;Huesca;Benabarre;;10
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50002329;MARÍA DOMÍNGUEZ;Zaragoza;Gallur;1;13
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50006037;LA JOTA;Zaragoza;Zaragoza;3;69
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50011288;CASTILLO QADRIT;Zaragoza;Cadrete;2;41
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50017072;PARQUE GOYA;Zaragoza;Zaragoza;3;73
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50017874;EL ESPARTIDERO;Zaragoza;Zaragoza;3;71
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50017904;GALO PONTE;Zaragoza;San Mateo de Gállego;1;20
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50018261;RÍO SENA;Zaragoza;Zaragoza;3;68
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50018271;ROSALES DEL CANAL;Zaragoza;Zaragoza;4;88
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50019019;JULIO VERNE;Zaragoza;Zaragoza;3;68
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50019081;SAN JORGE;Zaragoza;Zaragoza;3;78
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50019251;VAL DE LA ATALAYA;Zaragoza;María de Huerva;2;50
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50019287;ZARAGOZA SUR;Zaragoza;Zaragoza;2;45
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50019548;ARCOSUR;Zaragoza;Zaragoza;1;21
Educación Primaria;4;;Educación Primaria;Diurno;Centro Público Integrado;50019597;PARQUE VENECIA;Zaragoza;Zaragoza;1;10
