Cód. RCD Centro;Centro;Zona;Comarca;Municipio;Provincia;Nº Matriculados
44004732;OLEA;Zona Castellote;Bajo Aragón;Castellote;Teruel;108
44004744;ALIFARA;Zona Fresneda (La);Matarraña;Fresneda (La);Teruel;87
44004756;TASTAVÍNS;Zona Peñarroya de Tastavins;Matarraña;Peñarroya de Tastavins;Teruel;81
44004768;DE MARTÍN DEL RÍO;Zona Martín del Río;Cuencas mineras;Martín del Río;Teruel;32
44004771;DE MUNIESA;Zona Muniesa;Cuencas mineras;Muniesa;Teruel;66
44004781;PÓRTICO DE ARAGÓN;Zona Rubielos de Mora;Gúdar - Javalambre;Rubielos de Mora;Teruel;136
44004793;DE ALBARRACÍN;Zona Albarracín;Albarracín;Albarracín;Teruel;99
44004801;BAJO MARTÍN;Zona Puebla de Híjar (La);Bajo Martín;Puebla de Híjar (La);Teruel;166
44004811;DEL MEZQUÍN;Zona Castelserás;Bajo Aragón;Castelserás;Teruel;152
44005062;MATARRANYA;Zona Calaceite;Matarraña;Calaceite;Teruel;121
44005074;CUNA DEL JILOCA;Zona Santa Eulalia;Teruel;Santa Eulalia;Teruel;128
44005098;DAMIÁN FORMENT;Zona Alcorisa;Bajo Aragón;Alcorisa;Teruel;161
44005098;DAMIÁN FORMENT;Zona C.F. Grado Medio (T);Bajo Aragón;Alcorisa;Teruel;38
44005104;VALLE DEL GUADALOPE;Zona C.F. Grado Medio (T);Bajo Aragón;Calanda;Teruel;13
44005104;VALLE DEL GUADALOPE;Zona Calanda;Bajo Aragón;Calanda;Teruel;218
44005116;GÚDAR-JAVALAMBRE;Zona C.F. Grado Básico (T);Gúdar - Javalambre;Mora de Rubielos;Teruel;9
44005116;GÚDAR-JAVALAMBRE;Zona Mora de Rubielos;Gúdar - Javalambre;Mora de Rubielos;Teruel;187
44005128;SIERRA PALOMERA;Zona Cella;Teruel;Cella;Teruel;164
44005131;ALGARS;Zona Cretas;Matarraña;Cretas;Teruel;111
44005153;CAMPO BELLO;Zona Bello;Jiloca;Bello;Teruel;18
44005165;ERAS DEL JILOCA;Zona el Poyo del Cid;Jiloca;Calamocha;Teruel;20
44005177;BAJO ARAGÓN;Zona Alcañiz;Bajo Aragón;Alcañiz;Teruel;724
44005177;BAJO ARAGÓN;Zona C.F. Grado Básico (T);Bajo Aragón;Alcañiz;Teruel;50
44005177;BAJO ARAGÓN;Zona Teruel;Bajo Aragón;Alcañiz;Teruel;318
44005190;SEGUNDO DE CHOMÓN;Zona Cantavieja;Maestrazgo;Cantavieja;Teruel;61
44005207;LOBETANO;Zona Albarracín;Albarracín;Albarracín;Teruel;62
44010011;ESCUELA DE HOSTELERÍA DE TERUEL;Zona C.F. Grado Básico (T);Teruel;Teruel;Teruel;24
44010011;ESCUELA DE HOSTELERÍA DE TERUEL;Zona C.F. Grado Medio (T);Teruel;Teruel;Teruel;58
44010011;ESCUELA DE HOSTELERÍA DE TERUEL;Zona C.F. Grado Superior (T);Teruel;Teruel;Teruel;64
44010100;JUAN SOBRARIAS;Zona Alcañiz;Bajo Aragón;Alcañiz;Teruel;424
44010203;JUAN LORENZO PALMIRENO;Zona Alcañiz;Bajo Aragón;Alcañiz;Teruel;191
44010537;BAJO ARAGÓN;Zona C.F. Grado Básico (T);Bajo Aragón;Alcañiz;Teruel;26
44010537;BAJO ARAGÓN;Zona C.F. Grado Medio (T);Bajo Aragón;Alcañiz;Teruel;281
44010537;BAJO ARAGÓN;Zona C.F. Grado Superior (T);Bajo Aragón;Alcañiz;Teruel;247
44010719;BRONCHALES-ORIHUELA;Zona Orihuela del Tremedal;Albarracín;Orihuela del Tremedal;Teruel;46
50000126;ARAGÓN;Zona Alagón;Ribera Alta del Ebro;Alagón;Zaragoza;421
50000151;NTRA. SRA DEL CASTILLO;Zona Alagón;Ribera Alta del Ebro;Alagón;Zaragoza;291
50000163;CONDE ARANDA;Zona Alagón;Ribera Alta del Ebro;Alagón;Zaragoza;466
50000163;CONDE ARANDA;Zona Alagón BTO;Ribera Alta del Ebro;Alagón;Zaragoza;145
50000291;BRIANDA DE LUNA;Zona Alfajarín;Zaragoza;Alfajarín;Zaragoza;215
50000369;ARZOBISPO DOMÉNECH;Zona Almonacid de la Sierra;Valdejalón;Almonacid de la Sierra;Zaragoza;52
50000370;NERTÓBRIGA;Zona Almunia de Doña Godina (La);Valdejalón;Almunia de Doña Godina (La);Zaragoza;338
50000412;SALESIANOS LAVIAGA-CASTILLO;Zona Almunia de Doña Godina (La);Valdejalón;Almunia de Doña Godina (La);Zaragoza;323
50000412;SALESIANOS LAVIAGA-CASTILLO;Zona C.F. Grado Básico (Z);Valdejalón;Almunia de Doña Godina (La);Zaragoza;38
50000412;SALESIANOS LAVIAGA-CASTILLO;Zona C.F. Grado Medio (Z);Valdejalón;Almunia de Doña Godina (La);Zaragoza;126
50000412;SALESIANOS LAVIAGA-CASTILLO;Zona C.F. Grado Superior (Z);Valdejalón;Almunia de Doña Godina (La);Zaragoza;39
50000436;RAMÓN Y CAJAL;Zona Alpartir;Valdejalón;Alpartir;Zaragoza;42
50000618;VIRGEN DE LA PEANA;Zona Ateca;Calatayud;Ateca;Zaragoza;95
50000722;BELIA;Zona Belchite;Campo de Belchite;Belchite;Zaragoza;95
50000850;CAMPO DE BORJA;Zona Borja;Campo de Borja;Borja;Zaragoza;342
50000850;CAMPO DE BORJA;Zona Educación Especial (Z);Campo de Borja;Borja;Zaragoza;8
50000862;SANTA ANA;Zona Borja;Campo de Borja;Borja;Zaragoza;228
50000874;JUAN DE LANUZA;Zona Borja;Campo de Borja;Borja;Zaragoza;282
50000874;JUAN DE LANUZA;Zona Borja BTO;Campo de Borja;Borja;Zaragoza;150
50000874;JUAN DE LANUZA;Zona C.F. Grado Básico (Z);Campo de Borja;Borja;Zaragoza;19
50000874;JUAN DE LANUZA;Zona C.F. Grado Medio (Z);Campo de Borja;Borja;Zaragoza;25
50000904;DIPUTACIÓN PROVINCIAL;Zona Brea de Aragón;Aranda;Brea de Aragón;Zaragoza;98
50001064;BALTASAR GRACIÁN;Zona Calatayud;Calatayud;Calatayud;Zaragoza;186
50001076;FRANCISCO DE GOYA;Zona Calatayud;Calatayud;Calatayud;Zaragoza;355
50001088;SALVADOR MINGUIJÓN;Zona Calatayud;Calatayud;Calatayud;Zaragoza;170
50001121;SANTA ANA;Zona Calatayud;Calatayud;Calatayud;Zaragoza;586
50001167;LEONARDO DE CHABACIER;Zona C.F. Grado Básico (Z);Calatayud;Calatayud;Zaragoza;28
50001167;LEONARDO DE CHABACIER;Zona C.F. Grado Medio (Z);Calatayud;Calatayud;Zaragoza;121
50001167;LEONARDO DE CHABACIER;Zona Calatayud;Calatayud;Calatayud;Zaragoza;465
50001179;EMILIO JIMENO;Zona C.F. Grado Básico (Z);Calatayud;Calatayud;Zaragoza;25
50001179;EMILIO JIMENO;Zona C.F. Grado Medio (Z);Calatayud;Calatayud;Zaragoza;87
50001179;EMILIO JIMENO;Zona C.F. Grado Superior (Z);Calatayud;Calatayud;Zaragoza;95
50001179;EMILIO JIMENO;Zona Calatayud;Calatayud;Calatayud;Zaragoza;568
50001222;DOMINGO JIMÉNEZ BELTRÁN;Zona Calatorao;Valdejalón;Calatorao;Zaragoza;246
50001301;SANTO CRISTO DE SANTIAGO;Zona Cariñena;Campo de Cariñena;Cariñena;Zaragoza;301
50001349;JOAQUÍN COSTA;Zona C.F. Grado Medio (Z);Campo de Cariñena;Cariñena;Zaragoza;16
50001349;JOAQUÍN COSTA;Zona C.F. Grado Superior (Z);Campo de Cariñena;Cariñena;Zaragoza;29
50001349;JOAQUÍN COSTA;Zona Cariñena;Campo de Cariñena;Cariñena;Zaragoza;406
50001350;COMPROMISO DE CASPE;Zona Caspe;Caspe;Caspe;Zaragoza;247
50001362;SANTA ANA;Zona Caspe;Caspe;Caspe;Zaragoza;286
50001672;LUCIO FABIO SEVERO;Zona Chiprana;Caspe;Chiprana;Zaragoza;37
50001702;PEDRO SÁNCHEZ CIRUELO;Zona Daroca;Campo de Daroca;Daroca;Zaragoza;168
50001763;CERVANTES;Zona Ejea de los Caballeros;Cinco Villas;Ejea de los Caballeros;Zaragoza;402
50001775;FERRER Y RACAJ;Zona Ejea de los Caballeros;Cinco Villas;Ejea de los Caballeros;Zaragoza;213
50001799;NTRA. SRA. DE LAS MERCEDES;Zona Ejea de los Caballeros;Cinco Villas;Ejea de los Caballeros;Zaragoza;286
50001829;E.F.A. BOALARES;Zona C.F. Grado Básico (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;7
50001829;E.F.A. BOALARES;Zona C.F. Grado Medio (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;18
50001829;E.F.A. BOALARES;Zona C.F. Grado Superior (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;35
50001830;REYES CATÓLICOS;Zona C.F. Grado Básico (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;18
50001830;REYES CATÓLICOS;Zona C.F. Grado Medio (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;41
50001830;REYES CATÓLICOS;Zona C.F. Grado Superior (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;73
50001830;REYES CATÓLICOS;Zona Ejea de los Caballeros;Cinco Villas;Ejea de los Caballeros;Zaragoza;452
50002007;GASPAR REMIRO;Zona Épila;Valdejalón;Épila;Zaragoza;443
50002032;SAN JAVIER;Zona Escatrón;Caspe;Escatrón;Zaragoza;80
50002123;NTRA. SRA. DEL PILAR;Zona Fayón;Caspe;Fayón;Zaragoza;36
50002275;LUIS GARCÍA SÁINZ;Zona Fuentes de Ebro;Zaragoza;Fuentes de Ebro;Zaragoza;407
50002329;MARÍA DOMÍNGUEZ;Zona Gallur;Ribera Alta del Ebro;Gallur;Zaragoza;216
50002433;SAN JORGE;Zona Herrera de los Navarros;Campo de Daroca;Herrera de los Navarros;Zaragoza;35
50002457;BENEDICTO XIII;Zona Illueca;Aranda;Illueca;Zaragoza;166
50002512;RAMÓN Y CAJAL;Zona Joyosa (La);Ribera Alta del Ebro;Joyosa (La);Zaragoza;112
50002810;VIRGEN DEL PORTAL;Zona Maella;Caspe;Maella;Zaragoza;142
50002937;MANLIA;Zona Mallén;Campo de Borja;Mallén;Zaragoza;264
50003048;MARÍA QUINTANA;Zona Mequinenza;Bajo Cinca;Mequinenza;Zaragoza;162
50003206;LUCAS ARRIBAS;Zona Morata de Jalón;Valdejalón;Morata de Jalón;Zaragoza;43
50003504;SAN NICASIO;Zona Novillas;Campo de Borja;Novillas;Zaragoza;18
50003711;LA PORTALADA;Zona Zaragoza 2;Zaragoza;Pastriz;Zaragoza;76
50003735;CERVANTES;Zona Pedrola;Ribera Alta del Ebro;Pedrola;Zaragoza;295
50003838;SANTA MARÍA DE LA ESPERANZA;Zona Pina de Ebro;Ribera Baja del Ebro;Pina de Ebro;Zaragoza;122
50003851;MIGUEL ARTIGAS;Zona Pinseque;Ribera Alta del Ebro;Pinseque;Zaragoza;418
50003863;E.F.A. LA NORIA;Zona C.F. Grado Básico (Z);Ribera Alta del Ebro;Pinseque;Zaragoza;23
50003863;E.F.A. LA NORIA;Zona C.F. Grado Medio (Z);Ribera Alta del Ebro;Pinseque;Zaragoza;38
50003863;E.F.A. LA NORIA;Zona C.F. Grado Superior (Z);Ribera Alta del Ebro;Pinseque;Zaragoza;20
50003981;JOAQUÍN COSTA;Zona Pradilla de Ebro;Ribera Alta del Ebro;Pradilla de Ebro;Zaragoza;12
50004004;LOS ALBARES;Zona Puebla de Alfindén (La);Zaragoza;Puebla de Alfindén (La);Zaragoza;470
50004031;FERNANDO EL CATÓLICO;Zona Quinto;Ribera Baja del Ebro;Quinto;Zaragoza;142
50004053;ALFREDO MUIÑOS;Zona Remolinos;Ribera Alta del Ebro;Remolinos;Zaragoza;55
50004077;MAESTRO MONREAL;Zona Ricla;Valdejalón;Ricla;Zaragoza;179
50004326;DANIEL FEDERIO;Zona Sástago;Ribera Baja del Ebro;Sástago;Zaragoza;89
50004430;SUBPRADEL;Zona Sobradiel;Ribera Alta del Ebro;Sobradiel;Zaragoza;102
50004478;ISIDORO GIL DE JAZ;Zona Sos del Rey Católico;Cinco Villas;Sos del Rey Católico;Zaragoza;27
50004545;JOAQUÍN COSTA;Zona Tarazona;Tarazona y el Moncayo;Tarazona;Zaragoza;184
50004570;SAGRADA FAMILIA;Zona Tarazona;Tarazona y el Moncayo;Tarazona;Zaragoza;261
50004594;NTRA. SRA. DEL PILAR;Zona Tarazona;Tarazona y el Moncayo;Tarazona;Zaragoza;293
50004612;MONCAYO;Zona Educación Especial (Z);Tarazona y el Moncayo;Tarazona;Zaragoza;5
50004612;MONCAYO;Zona Tarazona;Tarazona y el Moncayo;Tarazona;Zaragoza;401
50004703;ALFONSO I EL BATALLADOR;Zona Tauste;Cinco Villas;Tauste;Zaragoza;484
50004843;MONTES DEL CASTELLAR;Zona Torres de Berrellén;Ribera Alta del Ebro;Torres de Berrellén;Zaragoza;129
50004879;TOSOS;Zona Tosos;Campo de Cariñena;Tosos;Zaragoza;9
50004946;DE UNDUÉS DE LERDA;Zona Undués de Lerda;Cinco Villas;Undués de Lerda;Zaragoza;9
50005011;MIGUEL ARTAZOS TAMÉ;Zona Zaragoza 4;Zaragoza;Utebo;Zaragoza;666
50005276;PINTOR PRADILLA;Zona Villanueva de Gállego;Zaragoza;Villanueva de Gállego;Zaragoza;356
50005291;SAN BLAS;Zona Villanueva de Huerva;Campo de Cariñena;Villanueva de Huerva;Zaragoza;14
50005331;FERNANDO EL CATÓLICO;Zona Villarreal de Huerva;Campo de Daroca;Villarreal de Huerva;Zaragoza;39
50005422;ÁNGEL ESCORIAZA;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;128
50005483;VIRGEN DE GUADALUPE;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;155
50005513;SAGRADA FAMILIA;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;384
50005513;SAGRADA FAMILIA;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;203
50005537;MADRE MARÍA ROSA MOLAS;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;630
50005537;MADRE MARÍA ROSA MOLAS;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;309
50005550;RICARDO MUR;Zona Zaragoza 4;Zaragoza;Zaragoza;Zaragoza;320
50005562;SAN MIGUEL;Zona Zaragoza 4;Zaragoza;Zaragoza;Zaragoza;89
50005574;GUSTAVO ADOLFO BÉCQUER;Zona Zaragoza 4;Zaragoza;Zaragoza;Zaragoza;272
50005598;JULIÁN NIETO TAPIA;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;467
50005616;SAN ANTONIO;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;7
50005631;HERMANOS ARGENSOLA;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;216
50005641;FERNÁNDEZ VIZARRA;Zona Zaragoza 4;Zaragoza;Zaragoza;Zaragoza;159
50005653;MAESTRO DON PEDRO ORÓS;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;100
50005677;JUAN PABLO BONET;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;321
50005690;DE MOVERA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;24
50005690;DE MOVERA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;219
50005690;DE MOVERA;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;181
50005707;FLORENCIO JARDIEL;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;72
50005744;ANDRÉS OLIVÁN;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;216
50005768;GUILLERMO FATÁS;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;603
50005781;LA CONCEPCIÓN;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;190
50005781;LA CONCEPCIÓN;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;97
50005793;ÍTACA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;22
50005793;ÍTACA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;117
50005793;ÍTACA;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;303
50005793;ÍTACA;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;865
50005823;CONDES DE ARAGÓN;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;394
50005823;CONDES DE ARAGÓN;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;196
50005872;MARIANO CASTILLO;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;136
50005896;ANA MAYAYO;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;382
50005902;ANDRÉS MANJÓN;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;211
50005914;RECARTE Y ORNAT;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;487
50005926;CÁNDIDO DOMINGO;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;348
50005951;DOMINGO MIRAL;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;243
50005963;FERNANDO EL CATÓLICO;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;208
50005975;GASCÓN Y MARÍN;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;203
50005999;JERÓNIMO BLANCAS Y TOMÁS;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;497
50006001;JERÓNIMO ZURITA Y CASTRO;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;278
50006013;JOAQUÍN COSTA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;447
50006025;JOSÉ MARÍA MIR;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;398
50006037;LA JOTA;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;404
50006037;LA JOTA;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;271
50006049;JULIÁN SANZ IBÁÑEZ;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;9
50006049;JULIÁN SANZ IBÁÑEZ;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;219
50006050;LUIS VIVES;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;188
50006074;MARCOS FRECHÍN;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;264
50006128;SAN BRAULIO;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;11
50006128;SAN BRAULIO;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;247
50006141;SANTO DOMINGO;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;180
50006153;SAN JOSÉ DE CALASANZ;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;177
50006165;TÍO JORGE;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;362
50006207;CALIXTO ARIÑO-HILARIO VAL;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;279
50006219;EMILIO MORENO CALVETE;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;201
50006220;HILARIÓN GIMENO;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;603
50006232;JUAN XXIII;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;395
50006281;TOMÁS ALVIRA;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;392
50006311;BASILIO PARAÍSO;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;211
50006414;VIRGEN DEL PILAR;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;47
50006414;VIRGEN DEL PILAR;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;338
50006414;VIRGEN DEL PILAR;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;431
50006414;VIRGEN DEL PILAR;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;389
50006414;VIRGEN DEL PILAR;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;37
50006438;LA ALMOZARA;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;383
50006463;LA ANUNCIATA;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;286
50006463;LA ANUNCIATA;Zona Zaragoza 3 (Secundaria);Zaragoza;Zaragoza;Zaragoza;181
50006529;EL BUEN PASTOR;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;18
50006529;EL BUEN PASTOR;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;59
50006529;EL BUEN PASTOR;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;62
50006529;EL BUEN PASTOR;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;427
50006529;EL BUEN PASTOR;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;322
50006542;CALASANCIO;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;176
50006542;CALASANCIO;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;102
50006554;CALASANZ;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;425
50006554;CALASANZ;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;206
50006566;CARDENAL XAVIERRE;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;427
50006566;CARDENAL XAVIERRE;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;216
50006578;CANTÍN Y GAMBOA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;204
50006578;CANTÍN Y GAMBOA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;86
50006581;COLEGIO MONTESSORI;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;71
50006581;COLEGIO MONTESSORI;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;457
50006581;COLEGIO MONTESSORI;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;421
50006581;COLEGIO MONTESSORI;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;211
50006633;COMPAÑÍA DE MARÍA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;645
50006633;COMPAÑÍA DE MARÍA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;327
50006669;CRISTO REY;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;764
50006669;CRISTO REY;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;416
50006700;DON BOSCO;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;182
50006700;DON BOSCO;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;105
50006751;ESCUELAS PÍAS;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;576
50006751;ESCUELAS PÍAS;Zona Zaragoza 3 (Secundaria);Zaragoza;Zaragoza;Zaragoza;309
50006761;ESCOLAPIAS SANTA ENGRACIA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;31
50006761;ESCOLAPIAS SANTA ENGRACIA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;261
50006761;ESCOLAPIAS SANTA ENGRACIA;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;162
50006761;ESCOLAPIAS SANTA ENGRACIA;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;101
50006797;PADRE ENRIQUE DE OSSÓ;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;33
50006797;PADRE ENRIQUE DE OSSÓ;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;408
50006797;PADRE ENRIQUE DE OSSÓ;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;336
50006803;MARÍA INMACULADA;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;404
50006803;MARÍA INMACULADA;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;225
50006815;LA SALLE FRANCISCANAS;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;635
50006840;HIJAS DE SAN JOSÉ;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;588
50006840;HIJAS DE SAN JOSÉ;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;320
50006888;INMACULADA CONCEPCIÓN;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;211
50006888;INMACULADA CONCEPCIÓN;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;90
50007017;MARÍA AUXILIADORA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;26
50007017;MARÍA AUXILIADORA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;50
50007017;MARÍA AUXILIADORA;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;64
50007017;MARÍA AUXILIADORA;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;400
50007017;MARÍA AUXILIADORA;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;209
50007042;LA MILAGROSA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;194
50007042;LA MILAGROSA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;99
50007078;AGUSTÍN GERICÓ;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;391
50007078;AGUSTÍN GERICÓ;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;213
50007133;NTRA. SRA. DEL CARMEN;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;634
50007133;NTRA. SRA. DEL CARMEN;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;312
50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;29
50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;195
50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;Zona Zaragoza 3 (Secundaria);Zaragoza;Zaragoza;Zaragoza;93
50007194;NTRA. SRA. DE LA MERCED;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;202
50007194;NTRA. SRA. DE LA MERCED;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;95
50007236;SALESIANO NTRA. SRA.DEL PILAR;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;57
50007236;SALESIANO NTRA. SRA.DEL PILAR;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;281
50007236;SALESIANO NTRA. SRA.DEL PILAR;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;369
50007236;SALESIANO NTRA. SRA.DEL PILAR;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;412
50007236;SALESIANO NTRA. SRA.DEL PILAR;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;398
50007248;TERESIANO DEL PILAR;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;606
