CE;Cód. RCD Centro;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;20 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;25 a 29 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;20 Años;3
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;30 a 39 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;19 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;21 Años;3
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;22 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;25 a 29 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Grafica Publicitaria;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;30 a 39 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;20 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;23 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;25 a 29 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;18 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;21 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;23 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;30 a 39 Años;4
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;21 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;25 a 29 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;20 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;21 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;23 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;24 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Fotografía LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;30 a 39 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;18 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;19 Años;4
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;18 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;19 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;20 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;25 a 29 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;20 Años;3
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;22 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;30 a 39 Años;1
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;19 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;21 Años;3
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;22 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;25 a 29 Años;2
2017/2018;22005145;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Gráfica Publicitaria LOE;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;30 a 39 Años;1
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;5
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;1
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;1
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;32
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;15
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;2
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;25 a 29 Años;1
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;8
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;5
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;19 Años;3
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;20 Años;2
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;21 Años;3
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;24 Años;1
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;25 a 29 Años;1
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;29
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;8
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;19 Años;4
2017/2018;22005145;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;25 a 29 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Infantil (EE);Total;Hombre;4 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Infantil (EE);Total;Hombre;5 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Infantil (EE);Total;Mujer;4 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Infantil (EE);Total;Mujer;5 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;6 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;7 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;8 Años;3
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;9 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;10 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;11 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;12 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;13 Años;6
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;14 Años;3
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;15 Años;4
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;16 Años;4
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;17 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;6 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;7 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;8 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;10 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;11 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;12 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;13 Años;5
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;14 Años;6
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;15 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;16 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Hombre;16 Años;1
2017/2018;22005157;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Hombre;17 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Hombre;19 Años;2
2017/2018;22005157;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Mujer;17 Años;2
2017/2018;22005157;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;17 Años;4
2017/2018;22005157;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;18 Años;3
2017/2018;22005157;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;19 Años;1
2017/2018;22005157;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;20 Años;1
2017/2018;22005157;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Mujer;18 Años;2
2017/2018;22005157;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Mujer;19 Años;2
2017/2018;22005200;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;34
2017/2018;22005200;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;42
2017/2018;22005200;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;38
2017/2018;22005200;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;35
2017/2018;22005200;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;28
2017/2018;22005200;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;36
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;38
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;7 Años;1
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;35
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;7 Años;1
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;23
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;2
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;26
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;36
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;9 Años;1
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;36
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;9 Años;1
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;33
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;10 Años;3
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;35
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;28
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;3
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;12 Años;1
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;42
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;11 Años;2
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;32
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;1
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;28
2017/2018;22005200;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;14 Años;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;15 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;16 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;17 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;18 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;19 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;20 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;21 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;22 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;23 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;25 a 29 Años;10
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;30 a 39 Años;24
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;40 a 49 Años;27
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;50 a 64 Años;16
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Hombre;No consta;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;14 Años;8
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;15 Años;9
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;16 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;17 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;18 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;19 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;20 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;21 Años;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;23 Años;6
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;24 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;25 a 29 Años;10
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;30 a 39 Años;27
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;40 a 49 Años;38
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;50 a 64 Años;24
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Básico;Enseñanzas de las E.O. Idiomas - Nivel Básico;Total;Total;Mujer;No consta;3
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Hombre;30 a 39 Años;8
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Hombre;40 a 49 Años;6
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Hombre;50 a 64 Años;6
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;21 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;22 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;24 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;25 a 29 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;30 a 39 Años;14
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;40 a 49 Años;16
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;50 a 64 Años;11
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Básico;Enseñanzas E. O. Idiomas a Distancia - Nivel Básico;Total;Total;Mujer;Más de 64 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;14 Años;5
