CE;Cód. RCD Centro;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;14 Años;1
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;15 Años;5
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;31
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;2
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;15 Años;4
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;16 Años;1
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;14
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;1
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;5
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;31
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;2
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;15 Años;4
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;16 Años;1
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;14
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;1
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;17
2017/2018;22002417;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;4
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;16
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;16 Años;3
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;17 Años;1
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;22
2017/2018;22002417;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;16 Años;3
2017/2018;22002429;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2017/2018;22002429;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2017/2018;22002429;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;10
2017/2018;22002429;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2017/2018;22002429;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;10
2017/2018;22002429;EI;Educación Infantil Primer Ciclo;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;11
2017/2018;22002430;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;23
2017/2018;22002430;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;24
2017/2018;22002430;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;24
2017/2018;22002430;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;13
2017/2018;22002430;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;20
2017/2018;22002430;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;27
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;32
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;18
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;23
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;1
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;27
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;23
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;26
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;9 Años;1
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;32
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;18
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;31
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;17
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;11 Años;2
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;27
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;1
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;21
2017/2018;22002430;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;1
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;27
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;13 Años;1
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;12 Años;25
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;15 Años;1
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;13 Años;26
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;14 Años;6
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;15 Años;2
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;17
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;2
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;26
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;6
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;2
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;17
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;2
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;20
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;4
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;2
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;14
2017/2018;22002430;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;2
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;20
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;16 Años;3
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;15
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;16 Años;4
2017/2018;22002430;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;17 Años;2
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;40
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;30
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;28
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;23
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;1
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;1
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;1
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;1
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;2
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;1
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;20
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;6
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;21
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;17
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;3
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;21
2017/2018;22002466;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;1
2017/2018;22002466;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;23
2017/2018;22002466;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;21
2017/2018;22002466;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;25
2017/2018;22002466;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;21
2017/2018;22002466;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;22
2017/2018;22002466;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;24
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;21
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;7 Años;1
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;29
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;26
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;1
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;24
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;21
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;9 Años;1
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;20
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;18
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;10 Años;2
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;26
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;10 Años;2
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;20
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;1
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;15
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;11 Años;2
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;19
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;5
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;18
2017/2018;22002466;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;25
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;13 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;12 Años;23
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;13 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;14 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;13 Años;19
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;14 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;26
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;4
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;15 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;19
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;26
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;4
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;15 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;15
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;3
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;20
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;2
2017/2018;22002466;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;16 Años;1
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;20
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;16 Años;3
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;17 Años;1
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;20
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;16 Años;5
2017/2018;22002466;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;17 Años;1
2017/2018;22002478;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;15
2017/2018;22002478;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;26
2017/2018;22002478;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;20
2017/2018;22002478;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;20
2017/2018;22002478;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;18
2017/2018;22002478;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;29
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;26
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;24
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;28
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;23
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;33
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;17
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;28
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;18
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;10 Años;3
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;22
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;2
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;20
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;25
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;1
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;22
2017/2018;22002478;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;2
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;11 Años;25
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;6
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;11 Años;17
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;12 Años;4
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;12 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;13 Años;8
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;12 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;3
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;1
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;12 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;4
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;12 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;2
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;13 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;3
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;1
2017/2018;22002478;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;13 Años;19
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;4
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;1
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;1
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;4
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;3
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;3
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;14 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;2
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;14 Años;18
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;2
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;14 Años;2
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;15 Años;1
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;16 Años;3
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;15 Años;4
2017/2018;22002478;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;16 Años;2
